time,open,high,low,close,tick_volume,spread,real_volume
2011-01-03,1415.71,1423.77,1412.9,1414.54,35547,0,0
2011-01-04,1415.88,1417.04,1374.8,1380.3,45266,0,0
2011-01-05,1384.36,1384.58,1363.9,1377.98,50511,0,0
2011-01-06,1374.82,1379.64,1364.72,1371.31,45803,0,0
2011-01-07,1370.23,1378.46,1352.79,1368.78,49262,0,0
2011-01-10,1369.34,1375.9,1365.58,1375.19,41563,0,0
2011-01-11,1375.11,1386.5,1373.18,1381.22,43849,0,0
2011-01-12,1382.98,1388.61,1376.73,1387.52,43495,0,0
2011-01-13,1386.01,1393.0,1369.53,1373.27,61125,0,0
2011-01-14,1374.86,1377.91,1354.95,1361.78,84605,0,0
2011-01-17,1363.49,1365.62,1357.12,1362.24,57256,0,0
2011-01-18,1361.77,1376.04,1361.33,1367.91,83109,0,0
2011-01-19,1368.27,1378.77,1367.1,1369.68,85403,0,0
2011-01-20,1369.62,1370.9,1343.32,1345.88,93850,0,0
2011-01-21,1348.61,1350.06,1337.61,1342.35,91479,0,0
2011-01-24,1345.82,1353.08,1332.58,1334.02,78134,0,0
2011-01-25,1337.65,1338.32,1322.63,1331.98,89964,0,0
2011-01-26,1331.85,1346.49,1324.94,1345.44,79421,0,0
2011-01-27,1344.52,1347.8,1310.15,1313.45,65449,0,0
2011-01-28,1314.08,1346.87,1307.88,1336.31,87339,50,0
2011-01-31,1344.47,1344.8,1322.96,1332.4,93965,50,0
2011-02-01,1332.31,1342.74,1325.25,1340.96,94821,50,0
2011-02-02,1341.46,1342.76,1326.64,1334.82,88458,50,0
2011-02-03,1333.23,1355.63,1324.82,1353.95,91206,50,0
2011-02-04,1352.9,1357.87,1345.02,1348.65,84660,50,0
2011-02-07,1346.52,1352.96,1344.99,1350.9,74814,50,0
2011-02-08,1350.54,1367.71,1348.25,1363.52,82309,50,0
2011-02-09,1361.82,1366.92,1358.02,1363.31,83779,50,0
2011-02-10,1363.39,1365.75,1351.03,1363.44,80774,50,0
2011-02-11,1363.51,1368.0,1353.96,1356.63,76985,50,0
2011-02-14,1354.1,1366.49,1354.1,1361.48,35646,50,0
2011-02-15,1361.18,1376.3,1361.18,1373.45,31833,50,0
2011-02-16,1372.1,1381.66,1368.05,1374.1,37279,50,0
2011-02-17,1374.92,1384.74,1374.1,1383.67,59138,50,0
2011-02-18,1383.83,1391.65,1381.68,1389.79,43367,50,0
2011-02-21,1391.4,1408.26,1390.63,1405.83,46727,50,0
2011-02-22,1408.72,1410.78,1392.64,1398.78,94483,50,0
2011-02-23,1398.75,1416.46,1395.41,1411.3,83475,50,0
2011-02-24,1413.26,1417.94,1392.39,1402.47,93655,50,0
2011-02-25,1402.99,1411.27,1399.66,1410.15,83188,50,0
2011-02-28,1413.85,1416.23,1404.67,1411.12,87312,50,0
2011-03-01,1410.87,1434.63,1409.1,1433.0,87012,50,0
2011-03-02,1432.17,1440.01,1427.48,1434.1,86396,50,0
2011-03-03,1432.74,1436.07,1410.07,1415.7,93874,50,0
2011-03-04,1414.85,1431.82,1414.59,1430.64,85960,50,0
2011-03-07,1434.65,1444.48,1428.03,1431.71,94758,50,0
2011-03-08,1430.9,1436.55,1423.16,1428.67,91083,50,0
2011-03-09,1428.14,1436.01,1422.92,1430.64,80707,50,0
2011-03-10,1429.1,1431.34,1402.87,1411.45,89163,50,0
2011-03-11,1412.49,1423.9,1404.65,1417.2,92354,50,0
2011-03-14,1425.68,1430.23,1418.6,1423.88,89425,50,0
2011-03-15,1425.73,1425.93,1380.88,1399.83,112299,50,0
2011-03-16,1393.2,1405.75,1392.2,1399.39,100625,50,0
2011-03-17,1387.71,1404.87,1387.67,1402.1,99243,50,0
2011-03-18,1409.27,1423.59,1405.71,1418.16,37391,50,0
2011-03-21,1424.28,1434.65,1423.61,1426.75,13798,50,0
2011-03-22,1427.35,1431.93,1419.32,1428.31,17610,50,0
2011-03-23,1426.96,1440.75,1425.51,1437.75,13992,50,0
2011-03-24,1437.65,1447.4,1423.8,1430.75,15512,50,0
2011-03-25,1432.5,1437.7,1422.35,1429.32,15086,50,0
2011-03-28,1424.9,1427.95,1410.08,1419.92,19710,50,0
2011-03-29,1420.42,1423.0,1410.95,1418.15,18171,50,0
2011-03-30,1416.78,1429.8,1411.8,1422.6,18458,50,0
2011-03-31,1423.2,1439.3,1420.25,1431.9,17917,50,0
2011-04-01,1432.48,1435.83,1412.74,1428.35,17715,50,0
2011-04-04,1428.45,1438.53,1427.6,1433.65,14163,50,0
2011-04-05,1435.55,1456.95,1429.75,1455.6,18764,50,0
2011-04-06,1454.43,1462.0,1451.2,1459.35,19194,50,0
2011-04-07,1459.15,1464.7,1452.4,1457.8,14932,50,0
2011-04-08,1457.85,1474.83,1456.25,1474.53,14841,50,0
2011-04-11,1475.2,1476.2,1459.25,1462.9,16904,50,0
2011-04-12,1462.5,1467.2,1445.63,1452.6,20122,50,0
2011-04-13,1452.35,1462.1,1451.1,1456.97,22590,50,0
2011-04-14,1456.18,1474.55,1452.3,1473.75,23550,50,0
2011-04-15,1476.85,1487.85,1471.34,1486.35,18501,50,0
2011-04-18,1485.3,1497.4,1477.3,1495.0,15084,50,0
2011-04-19,1495.9,1498.95,1489.4,1496.65,2327,50,0
2011-04-20,1499.55,1505.65,1495.83,1502.1,2330,50,0
2011-04-21,1507.6,1507.95,1501.95,1504.95,905,0,0
2011-04-25,1516.23,1517.98,1503.18,1508.43,1242,75,0
2011-04-26,1499.5,1506.1,1493.15,1505.9,9995,50,0
2011-04-27,1506.25,1530.0,1502.8,1526.65,18203,50,0
2011-04-28,1528.3,1538.2,1523.78,1535.75,17125,50,0
2011-04-29,1535.13,1569.0,1531.5,1563.3,15433,50,0
2011-05-02,1547.25,1575.13,1538.85,1545.05,19236,50,0
2011-05-03,1538.93,1550.85,1527.0,1535.55,29298,50,0
2011-05-04,1535.72,1542.95,1505.9,1515.82,32536,50,0
2011-05-05,1517.5,1521.8,1462.35,1473.9,42383,50,0
2011-05-06,1473.62,1498.1,1470.9,1495.0,39330,50,0
2011-05-09,1494.25,1513.7,1489.8,1512.85,31069,50,0
2011-05-11,1515.9,1526.37,1495.6,1501.45,30165,50,0
2011-05-12,1499.93,1507.75,1478.08,1506.3,28782,50,0
2011-05-13,1506.2,1516.3,1482.7,1494.6,27193,50,0
2011-05-16,1490.5,1504.26,1487.1,1489.6,19289,50,0
2011-05-17,1490.5,1497.5,1471.68,1485.2,21095,50,0
2011-05-18,1487.15,1499.6,1484.75,1496.15,19117,50,0
2011-05-19,1496.93,1499.5,1486.15,1493.4,22276,50,0
2011-05-20,1494.8,1515.65,1486.78,1512.85,30150,50,0
2011-05-23,1512.15,1518.75,1503.8,1516.15,31318,50,0
2011-05-24,1517.15,1527.5,1513.05,1525.86,28901,50,0
2011-05-25,1525.89,1532.1,1520.95,1524.75,25571,50,0
2011-05-26,1526.25,1530.8,1514.5,1519.15,23919,50,0
2011-05-27,1519.55,1538.15,1519.45,1535.96,13241,50,0
2011-05-30,1535.95,1539.0,1534.05,1537.95,4742,50,0
2011-05-31,1538.4,1540.45,1532.15,1535.6,10067,50,0
2011-06-01,1535.05,1549.88,1529.2,1539.38,12673,50,0
